,Phase,Block,TrialType,ifProgress,Trial,PFilled,TimeOut,RT,Choice,CorrectAnswer,CorrectLoc,Feedback,CorrectCount,CorrectRequire,PFilledNew,START,KeyPressTime,FeedbackTime,END,ifLookedFix,ifLookProg,progLookDur,progStartLoc,progEndLoc,progPosition,ITI1,progLookStart,progLookEnd,ITI2,PID,SONA,Age,Gender,TIME,EXPERIMENTER,Unnamed: 35,phasic_pupil_base,phasic_pupil_terp_mean,phasic_pupil_terp_max,tonic_pupil_base,tonic_pupil_terp_mean,tonic_pupil_terp_max
0,PraticeBall,None,Ball,None,1,0.0,0.75,,,3.0,down,SLOW,0.0,5.0,0.0,147.1451599246689,,147.9277295341069,230327_161052,,,,,,,,,,,50,151363,18,F,230327_155731,AB,,0.37607552056855914,0.16923862319245211,0.4717347524386181,0.7725275787377441,0.7734143887597562,0.7742731742995287
1,PraticeBall,None,Fixation,None,2,,,,,,,,,,,148.53848564193098,,,230327_161054,0.0,0.0,0.0,,,"[-0.25, 0.42]",148.53848564193098,,,149.55491685610627,50,151363,18,F,230327_155731,AB,,,0.42593341605052765,0.647870000576017,,0.776530002513319,0.7774025030105322
2,PraticeBall,None,Ball,None,3,0.0,0.75,,,2.0,down,SLOW,0.0,5.0,0.0,149.91193848044622,,150.7074043094733,230327_161055,,,,,,,,,,,50,151363,18,F,230327_155731,AB,,0.6773357458827814,0.448159908920781,0.738766284371288,0.7778159866385695,0.7785353851356169,0.7790021347332285
3,PraticeBall,None,Fixation,None,4,,,,,,,,,,,151.3181790191561,,,230327_161057,0.0,0.0,0.0,,,"[-0.25, 0.42]",151.3181790191561,,,152.33468656509623,50,151363,18,F,230327_155731,AB,,,0.5277110879997173,0.6461906922443276,,0.779974783644835,0.7802116495524392
4,PraticeBall,None,Ball,None,5,0.0,0.75,,,3.0,up,SLOW,0.0,5.0,0.0,152.69356869602257,,153.48691936543287,230327_161058,,,,,,,,,,,50,151363,18,F,230327_155731,AB,,0.5904523156910687,0.4692149086915627,0.7348741800572672,0.7802695842446232,0.7802594463443806,0.7802917935022962
5,PraticeBall,None,Fixation,None,6,,,,,,,,,,,154.09781434575345,,,230327_161059,0.0,0.0,0.0,,,"[-0.25, 0.42]",154.09781434575345,,,155.11401592319112,50,151363,18,F,230327_155731,AB,,,0.11514751694674663,0.2666533620580601,,0.7792928576871213,0.7797932569448951
6,PraticeBall,None,Ball,None,7,0.0,0.75,,,2.0,down,SLOW,0.0,5.0,0.0,155.46918473826554,,156.26674487999892,230327_161101,,,,,,,,,,,50,151363,18,F,230327_155731,AB,,0.30530942671926997,0.1726990844020362,0.42087083276328086,0.7782720586295808,0.7773041592629045,0.7780328785442998
7,PraticeBall,None,Fixation,None,8,,,,,,,,,,,156.87892435073104,,,230327_161102,0.0,0.0,0.0,,,"[-0.25, 0.42]",156.87892435073104,,,157.8948039235811,50,151363,18,F,230327_155731,AB,,,0.2018665467794629,0.35406822696673496,,0.7731949670748465,0.7747675939395791
8,PraticeBall,None,Ball,None,9,0.0,0.75,,,2.0,up,SLOW,0.0,5.0,0.0,158.25044868965938,,159.04640458144536,230327_161104,,,,,,,,,,,50,151363,18,F,230327_155731,AB,,0.3834407061403647,0.1270698222111089,0.431150346857288,0.7704517823355663,0.768225205586775,0.7698755533902019
9,PraticeBall,None,Fixation,None,10,,,,,,,,,,,159.65702823120702,,,230327_161105,0.0,0.0,0.0,,,"[-0.25, 0.42]",159.65702823120702,,,160.67362173056313,50,151363,18,F,230327_155731,AB,,,0.056644708881821,0.3189689974112309,,0.7599746353266846,0.76296116510636
10,PraticeBall,None,Ball,None,11,0.0,0.75,,,3.0,down,SLOW,0.0,5.0,0.0,161.03444294489236,,161.8260559441278,230327_161106,,,,,,,,,,,50,151363,18,F,230327_155731,AB,,0.33898462759818165,0.16801850528101286,0.36712126163863307,0.754960160624236,0.751073550253591,0.7539394528881611
11,PraticeBall,None,Fixation,None,12,,,,,,,,,,,162.43682648442837,,,230327_161108,0.0,0.0,0.0,,,"[-0.25, 0.42]",162.43682648442837,,,163.4534187008976,50,151363,18,F,230327_155731,AB,,,0.010852788744810278,0.20481548159549892,,0.7373585049069773,0.7422106886079031
12,PraticeBall,None,Ball,None,13,0.0,0.75,,,2.0,up,SLOW,0.0,5.0,0.0,163.80798616278298,,164.60573969970187,230327_161109,,,,,,,,,,,50,151363,18,F,230327_155731,AB,,0.23971986282702096,0.08262460630360136,0.32956956410188204,0.7293497386857328,0.7232799119240972,0.7277438529073028
13,PraticeBall,None,Fixation,None,14,,,,,,,,,,,165.2164419262801,,,230327_161110,0.0,0.0,0.0,,,"[-0.25, 0.42]",165.2164419262801,,,166.23274837971394,50,151363,18,F,230327_155731,AB,,,0.20147378982070374,0.34486798179805545,,0.7024154204905686,0.7097006816369998
14,PraticeBall,None,Ball,None,15,0.0,0.75,0.7224006147594082,1.0,1.0,up,CORRECT,1.0,5.0,0.2,166.58892554381578,167.31132615857518,167.3345646908499,230327_161112,,,,,,,,,,,50,151363,18,F,230327_155731,AB,,0.3565959918567768,0.2306847292380686,0.4561862550298034,0.690513412659197,0.6819825331438192,0.6881490130797424
15,PraticeBall,None,Fixation,None,16,,,,,,,,,,,167.9451646072057,,,230327_161113,0.0,0.0,0.0,,,"[-0.2, 0.42]",167.9451646072057,,,168.96155990055058,50,151363,18,F,230327_155731,AB,,,0.24650357523007294,0.46587414938289984,,0.6528756682544645,0.663190642120818
16,PraticeBall,None,Ball,None,17,0.2,0.75,0.6915038897127488,3.0,3.0,up,CORRECT,2.0,5.0,0.4,169.29907362743938,169.99057751715213,170.01286831680113,230327_161114,,,,,,,,,,,50,151363,18,F,230327_155731,AB,,0.5374795154648818,0.27854477268246863,0.5492570218208951,0.6359163916348493,0.6242915097811903,0.6323732360315709
17,PraticeBall,None,Fixation,None,18,,,,,,,,,,,170.62326361271195,,,230327_161116,0.0,0.0,0.0,,,"[-0.15, 0.42]",170.62326361271195,,,171.63983658587904,50,151363,18,F,230327_155731,AB,,,0.08898365105096712,0.3598993359187315,,0.5855092377512002,0.5995015329329698
