,Phase,Block,TrialType,ifProgress,Trial,PFilled,TimeOut,RT,Choice,CorrectAnswer,CorrectLoc,Feedback,CorrectCount,CorrectRequire,PFilledNew,START,KeyPressTime,FeedbackTime,END,ifLookedFix,ifLookProg,progLookDur,progStartLoc,progEndLoc,progPosition,ITI1,progLookStart,progLookEnd,ITI2,PID,SONA,Age,Gender,TIME,EXPERIMENTER,Unnamed: 35,phasic_pupil_base,phasic_pupil_terp_mean,phasic_pupil_terp_max,tonic_pupil_base,tonic_pupil_terp_mean,tonic_pupil_terp_max
0,PraticeBall,None,Ball,None,1,0.0,0.75,,,3.0,down,SLOW,0.0,5.0,0.0,405.99846887402236,,406.7856886275112,230911_150927,,,,,,,,,,,111,999111,24,M,230911_145109,MS,,0.21661626141810467,0.24298664340076714,0.26068057804031686,0.17218337342682766,0.16646787661186524,0.17218337342682766
1,PraticeBall,None,Fixation,None,2,,,,,,,,,,,407.39627154544,,,230911_150928,0.0,0.0,0.0,,,"[-0.25, 0.42]",407.39627154544,,,408.4121626643464,111,999111,24,M,230911_145109,MS,,,0.10911408215973414,0.20543365888080345,,0.14202890627516065,0.15028666506780058
2,PraticeBall,None,Ball,None,3,0.0,0.75,,,2.0,up,SLOW,0.0,5.0,0.0,408.74953270796686,,409.5308944797143,230911_150930,,,,,,,,,,,111,999111,24,M,230911_145109,MS,,0.1290880218246146,0.17671968002138919,0.2396594343619843,0.12885539202195914,0.11964572055391343,0.12618223482796656
3,PraticeBall,None,Fixation,None,4,,,,,,,,,,,410.58245947305113,,,230911_150931,0.0,0.0,0.0,,,"[-0.25, 0.42]",410.58245947305113,,,411.5985295549035,111,999111,24,M,230911_145109,MS,,,0.12679264814582125,0.19023537590943687,,0.09165921697584775,0.10127134337566585
4,PraticeBall,None,Ball,None,5,0.0,0.75,,,1.0,up,SLOW,0.0,5.0,0.0,411.953521972522,,412.75125145539636,230911_150933,,,,,,,,,,,111,999111,24,M,230911_145109,MS,,0.11013269898429896,0.060038055555669864,0.13452649598121516,0.06720560335864835,0.05631099171703311,0.06403917435635288
5,PraticeBall,None,Fixation,None,6,,,,,,,,,,,413.3617522688583,,,230911_150934,0.0,0.0,0.0,,,"[-0.25, 0.42]",413.3617522688583,,,414.37832203507423,111,999111,24,M,230911_145109,MS,,,-0.5072730716290412,-0.41096520084803273,,0.02244916853579823,0.033749200010967026
6,PraticeBall,None,Ball,None,7,0.0,0.75,0.7048414219170809,3.0,3.0,up,CORRECT,1.0,5.0,0.2,414.7355511663482,415.44039258826524,415.4800754850729,230911_150936,,,,,,,,,,,111,999111,24,M,230911_145109,MS,,-0.208091126481497,0.014626324344414954,0.11507861465232178,0.004510294453760696,-0.007449878195640994,0.0008871049159294576
7,PraticeBall,None,Fixation,None,8,,,,,,,,,,,416.09079246409243,,,230911_150937,0.0,0.0,0.0,,,"[-0.2, 0.42]",416.09079246409243,,,417.1071451017633,111,999111,24,M,230911_145109,MS,,,0.25941860268354705,0.4531395259167584,,-0.04549399565735704,-0.03265287537013662
8,PraticeBall,None,Ball,None,9,0.2,0.75,,,3.0,down,SLOW,1.0,5.0,0.2,417.460050904192,,418.2427622731775,230911_150938,,,,,,,,,,,111,999111,24,M,230911_145109,MS,,0.15939002242927386,-0.03694278446578788,0.09480670975503656,-0.06558566245490229,-0.07969901644608901,-0.06941733952255226
9,PraticeBall,None,Fixation,None,10,,,,,,,,,,,418.85347861144686,,,230911_150940,0.0,0.0,0.0,,,"[-0.2, 0.42]",418.85347861144686,,,419.86993131414056,111,999111,24,M,230911_145109,MS,,,0.21600734289313997,0.3129077068822734,,-0.12303831128685223,-0.10852240581724183
