,Phase,Block,TrialType,ifProgress,Trial,PFilled,TimeOut,RT,Choice,CorrectAnswer,CorrectLoc,Feedback,CorrectCount,CorrectRequire,PFilledNew,START,KeyPressTime,FeedbackTime,END,ifLookedFix,ifLookProg,progLookDur,progStartLoc,progEndLoc,progPosition,ITI1,progLookStart,progLookEnd,ITI2,PID,SONA,Age,Gender,TIME,EXPERIMENTER,Unnamed: 35,phasic_pupil_base,phasic_pupil_terp_mean,phasic_pupil_terp_max,tonic_pupil_base,tonic_pupil_terp_mean,tonic_pupil_terp_max
0,PraticeBall,None,Ball,None,1,0.0,0.75,,,1.0,up,SLOW,0.0,5.0,0.0,334.72565690241754,,335.5225435285829,230512_154324,,,,,,,,,,,67,141922,21,F,230512_152356,MS,,0.4774122833143658,0.5562149188431945,0.6795818898602936,1.6543579412892928,1.6782525952896228,1.702333563780583
1,PraticeBall,None,Fixation,None,2,,,,,,,,,,,336.13325345236814,,,230512_154326,0.0,0.0,0.0,,,"[-0.25, 0.42]",336.13325345236814,,,337.14949993090704,67,141922,21,F,230512_152356,MS,,,-0.08296087214542376,0.5325908841710477,,1.7792103653344058,1.8126479216527382
2,PraticeBall,None,Ball,None,3,0.0,0.75,0.6375896097160876,3.0,3.0,up,CORRECT,1.0,5.0,0.2,337.5064721638337,338.14406177354977,338.16662326222286,230512_154327,,,,,,,,,,,67,141922,21,F,230512_152356,MS,,0.5553681154712679,0.3936242084431719,0.6089346411815618,1.8299309647004793,1.8620537648851274,1.8838697165958007
3,PraticeBall,None,Fixation,None,4,,,,,,,,,,,338.7773825773038,,,230512_154328,0.0,0.0,0.0,,,"[-0.2, 0.42]",338.7773825773038,,,339.7937983968295,67,141922,21,F,230512_152356,MS,,,0.025204803307044842,0.5858750057452651,,1.9649700461417239,2.0006826105363182
4,PraticeBall,None,Ball,None,5,0.2,0.75,0.5460209981538355,2.0,2.0,up,CORRECT,2.0,5.0,0.4,340.1503767841496,340.6963977823034,340.7259426652454,230512_154329,,,,,,,,,,,67,141922,21,F,230512_152356,MS,,0.7475662623233611,0.8978289757835081,1.0180222274631763,2.0198160623189323,2.049444501170038,2.068794350616414
5,PraticeBall,None,Fixation,None,6,,,,,,,,,,,341.3364858138375,,,230512_154331,0.0,0.0,0.0,,,"[-0.15, 0.42]",341.3364858138375,,,342.35310497088363,67,141922,21,F,230512_152356,MS,,,0.39330302747196166,0.7738607362779636,,2.155479310907268,2.192782705940606
6,PraticeBall,None,Ball,None,7,0.4,0.75,0.6890343325212598,3.0,3.0,down,CORRECT,3.0,5.0,0.6,342.71064103301615,343.39967536553735,343.42079488979647,230512_154332,,,,,,,,,,,67,141922,21,F,230512_152356,MS,,0.8003987242358602,0.6564332155265852,0.920956466339838,2.212689345410459,2.249589347066073,2.2758022309103216
7,PraticeBall,None,Fixation,None,8,,,,,,,,,,,344.03151090722537,,,230512_154333,0.0,0.0,0.0,,,"[-0.1, 0.42]",344.03151090722537,,,345.0478799012489,67,141922,21,F,230512_152356,MS,,,0.06006286203763981,0.43417224578929847,,2.363408771385137,2.401508497472723
8,PraticeBall,None,Ball,None,9,0.6,0.75,0.6629391321912408,1.0,1.0,down,CORRECT,4.0,5.0,0.8,345.4089676355943,346.07190676778555,346.0988483526744,230512_154335,,,,,,,,,,,67,141922,21,F,230512_152356,MS,,0.5286798317604949,0.5230587958666728,0.7624897736070531,2.42096282568687,2.4575292496755496,2.482411602659591
9,PraticeBall,None,Fixation,None,10,,,,,,,,,,,346.7095438442193,,,230512_154336,0.0,0.0,0.0,,,"[-0.04999999999999999, 0.42]",346.7095438442193,,,347.72615722799674,67,141922,21,F,230512_152356,MS,,,0.07982493416688893,0.22316453140686288,,2.5699171776046366,2.6076491348631317
10,PraticeBall,None,Ball,None,11,0.8,0.75,0.7467328081838787,1.0,1.0,up,CORRECT,5.0,5.0,1.0,348.0850169085898,348.83174971677363,348.86137061053887,230512_154337,,,,,,,,,,,67,141922,21,F,230512_152356,MS,,0.46918423393503644,0.5692955085859343,0.8938966764333485,2.6283272328980702,2.6671449534386777,2.6943950644868813
11,PraticeBall,None,Fixation,None,12,,,,,,,,,,,349.47217739233747,,,230512_154339,0.0,0.0,0.0,,,"[0.0, 0.42]",349.47217739233747,,,350.4884851290845,67,141922,21,F,230512_152356,MS,,,-0.24728335404936735,0.18251117498150496,,2.7798841364589992,2.8156571820339757
12,PraticeBar,,Fixation,1,1,,,,,,,,,,,,,,230512_154415,1.0,1.0,0.0,,,"[-0.2375, 0.42]",385.2682667043992,,,386.28638299042365,67,141922,21,F,230512_152356,MS,,,0.25701091286209476,0.2903351298034985,,2.0432922764309622,2.083285982740202
13,PraticeBar,,Fixation,1,2,,,,,,,,,,,,,,230512_154418,1.0,1.0,0.3911412814632058,"[-0.21123045682907104, 0.4605468735098839]","[-0.09804689884185791, 0.4168945327401161]","[-0.225, 0.42]",388.5561506724917,389.1668076775968,389.55794895905996,389.5735135832802,67,141922,21,F,230512_152356,MS,,,0.73947193318635,0.8834239010148967,,1.7834491763486222,1.820632898947987
14,PraticeBar,,Fixation,1,3,,,,,,,,,,,,,,230512_154421,1.0,1.0,0.0,,,"[-0.2125, 0.42]",391.84449455561116,,,392.8620219966397,67,141922,21,F,230512_152356,MS,,,0.4020632161225993,0.7595175996981388,,1.5494749964248904,1.5823960678713862
15,PraticeBar,,Fixation,1,4,,,,,,,,,,,,,,230512_154425,1.0,1.0,0.0,,,"[-0.2, 0.42]",395.13238108949736,,,396.1498633082956,67,141922,21,F,230512_152356,MS,,,0.2116797764802994,0.7242610194812441,,1.3485970248120307,1.376073374479142
16,PraticeBar,,Fixation,1,5,,,,,,,,,,,,,,230512_154428,1.0,1.0,0.0,,,"[-0.1875, 0.42]",398.4207111811265,,,399.4381161066704,67,141922,21,F,230512_152356,MS,,,0.3814047959796717,0.4550794955298178,,1.1860065155329467,1.207365180735986
17,PraticeBar,,Fixation,1,6,,,,,,,,,,,,,,230512_154431,1.0,1.0,0.0,,,"[-0.175, 0.42]",401.70859803585336,,,402.7263448503799,67,141922,21,F,230512_152356,MS,,,0.8093980120452987,0.9668137436935463,,1.0652612878194392,1.0806100945355748
18,PraticeBar,,Fixation,1,7,,,,,,,,,,,,,,230512_154434,1.0,1.0,0.0,,,"[-0.1625, 0.42]",404.9969733492471,,,406.0145867438987,67,141922,21,F,230512_152356,MS,,,0.21527190411836192,0.696115851935245,,0.9831173715401487,0.9927749650537377
19,PraticeBar,,Fixation,1,8,,,,,,,,,,,,,,230512_154438,1.0,1.0,0.0,,,"[-0.15, 0.42]",408.2848031152971,,,409.3026179228909,67,141922,21,F,230512_152356,MS,,,1.131614152470579,1.1952425508739284,,0.9378940803093333,0.9423639518935203
20,PraticeBar,,Fixation,1,9,,,,,,,,,,,,,,230512_154441,0.0,0.0,0.0,,,"[-0.15, 0.42]",411.57318259868765,,,412.59077418362716,67,141922,21,F,230512_152356,MS,,,0.9304140040737778,1.0760751016221162,,0.9246761860652879,0.9250471014303989
21,PraticeBar,,Fixation,1,10,,,,,,,,,,,,,,230512_154444,1.0,1.0,0.4252404128201306,"[-0.12919920682907104, 0.41679687798023224]","[-0.02451169490814209, 0.38164062798023224]","[-0.1375, 0.42]",414.8615508563817,415.43790892045945,415.86314933327964,415.87871556077147,67,141922,21,F,230512_152356,MS,,,1.103191324438548,1.271170838099233,,0.9389414109283604,0.9430588284983203
22,PraticeBar,,Fixation,1,11,,,,,,,,,,,,,,230512_154448,1.0,1.0,0.0,,,"[-0.125, 0.42]",418.1494296928868,,,419.1672159559093,67,141922,21,F,230512_152356,MS,,,0.9234128393444923,1.2560390346838577,,0.9760742661280476,0.9832771973984888
23,PraticeBar,,Fixation,1,12,,,,,,,,,,,,,,230512_154454,1.0,1.0,0.0,,,"[-0.11249999999999999, 0.42]",424.47163216583436,,,425.4890925758518,67,141922,21,F,230512_152356,MS,,,0.7834156920796754,1.0384452525604195,,1.1014586205378365,1.1137211050654408
24,PraticeBar,,Fixation,1,13,,,,,,,,,,,,,,230512_154457,1.0,1.0,0.32422141591086984,"[-0.050585925579071045, 0.41083984076976776]","[-0.042773425579071045, 0.38447265326976776]","[-0.1, 0.42]",427.75998470792547,428.4379852521233,428.7622066680342,428.77697141235694,67,141922,21,F,230512_152356,MS,,,1.0509387272783315,1.1455515990188343,,1.1896326281539367,1.203567879084576
25,PraticeBar,,Fixation,1,14,,,,,,,,,,,,,,230512_154500,1.0,1.0,0.6114802970550954,"[-0.0400390625, 0.3975585922598839]","[0.00302731990814209, 0.3892578110098839]","[-0.0875, 0.42]",431.0478673931211,431.43807826144615,432.0495585585013,432.06517129112035,67,141922,21,F,230512_152356,MS,,,1.3499812866127145,2.1121991281645567,,1.2855610087570304,1.3002013044980694
26,PraticeBar,,Fixation,1,15,,,,,,,,,,,,,,230512_154504,1.0,1.0,0.0,,,"[-0.07500000000000001, 0.42]",434.3357032528147,,,435.35360625898477,67,141922,21,F,230512_152356,MS,,,1.9768210170932559,2.3479283570808653,,1.384072887973792,1.3985779632681445
27,PraticeBar,,Fixation,1,16,,,,,,,,,,,,,,230512_154507,1.0,1.0,0.0,,,"[-0.0625, 0.42]",437.62407215218985,,,438.6422121715732,67,141922,21,F,230512_152356,MS,,,0.9639890180539027,1.0523337189799225,,1.4798628011543575,1.4939037104286066
28,PraticeBar,,Fixation,1,17,,,,,,,,,,,,,,230512_154510,1.0,1.0,0.0,,,"[-0.04999999999999999, 0.42]",440.911946819164,,,441.9298924813047,67,141922,21,F,230512_152356,MS,,,0.9926699869368878,1.627479194531233,,1.5719681434313761,1.5853349173791607
29,PraticeBar,,Fixation,1,18,,,,,,,,,,,,,,230512_154514,1.0,1.0,0.6452978351153433,"[-0.05029296875, 0.38847656548023224]","[0.05410158634185791, 0.37187500298023224]","[-0.037500000000000006, 0.42]",444.20030256873,444.5569928875193,445.2022907226346,445.21764944354067,67,141922,21,F,230512_152356,MS,,,0.2895362562382328,0.6633654703741523,,1.6590722329514873,1.6714251487470695
30,PraticeBar,,Fixation,1,19,,,,,,,,,,,,,,230512_154517,1.0,1.0,0.0,,,"[-0.024999999999999994, 0.42]",447.48868878697976,,,448.506076393649,67,141922,21,F,230512_152356,MS,,,0.7273206845288469,0.891488111274606,,1.7378054641153735,1.7487399225759293
31,PraticeBar,,Fixation,1,20,,,,,,,,,,,,,,230512_154520,1.0,1.0,0.4584046406671405,"[0.11826169490814209, 0.41943359375]","[0.1220703125, 0.37812499701976776]","[-0.012500000000000011, 0.42]",450.77652721246704,451.3193778768182,451.77778251748526,451.79384265653783,67,141922,21,F,230512_152356,MS,,,0.7770438004895408,0.8168947656529145,,1.805333961968009,1.8141073966802486
32,PraticeBar,,Fixation,1,21,,,,,,,,,,,,,,230512_154523,1.0,1.0,0.03739486774429679,"[0.11933594942092896, 0.39189453423023224]","[0.12001955509185791, 0.38593749701976776]","[0.0, 0.42]",454.0649281842634,455.03133707586676,455.06873194361117,455.08201527409256,67,141922,21,F,230512_152356,MS,,,1.0254204706387078,1.203450969739079,,1.855312586926585,1.861004084035828
33,PraticeBar,,Fixation,1,22,,,,,,,,,,,,,,230512_154527,1.0,1.0,0.0,,,"[0.012500000000000011, 0.42]",457.3527768729255,,,458.370663842652,67,141922,21,F,230512_152356,MS,,,1.2131788993597374,1.5426787675854647,,1.8814293540389422,1.882965959439394
