,Phase,Block,TrialType,ifProgress,Trial,PFilled,TimeOut,RT,Choice,CorrectAnswer,CorrectLoc,Feedback,CorrectCount,CorrectRequire,PFilledNew,START,KeyPressTime,FeedbackTime,END,ifLookedFix,ifLookProg,progLookDur,progStartLoc,progEndLoc,progPosition,ITI1,progLookStart,progLookEnd,ITI2,PID,SONA,Age,Gender,TIME,EXPERIMENTER,Unnamed: 35,phasic_pupil_base,phasic_pupil_terp_mean,phasic_pupil_terp_max,tonic_pupil_base,tonic_pupil_terp_mean,tonic_pupil_terp_max
0,PraticeBall,None,Ball,None,1,0.0,0.75,,,2.0,up,SLOW,0.0,5.0,0.0,126.96397901469028,,127.75938265319564,230327_121126,,,,,,,,,,,48,153031,22,M,230327_120836,AB,,0.3454786692957834,0.19427929707162733,0.44425277617669484,0.29985611492424186,0.30220573745782014,0.30468594369267044
1,PraticeBall,None,Fixation,None,2,,,,,,,,,,,128.37010790294153,,,230327_121127,0.0,0.0,0.0,,,"[-0.25, 0.42]",128.37010790294153,,,129.3865091847838,48,153031,22,M,230327_120836,AB,,,0.16072261717064942,0.24116594709147923,,0.31391432367914673,0.31839357292433595
2,PraticeBall,None,Ball,None,3,0.0,0.75,,,2.0,down,SLOW,0.0,5.0,0.0,129.74370138693484,,130.53902644911432,230327_121128,,,,,,,,,,,48,153031,22,M,230327_120836,AB,,0.24213366828759783,0.09010781517606611,0.23232881168503303,0.3209730788242018,0.326395323297285,0.3305435227250555
3,PraticeBall,None,Fixation,None,4,,,,,,,,,,,131.14976837628635,,,230327_121130,0.0,0.0,0.0,,,"[-0.25, 0.42]",131.14976837628635,,,132.16627132627764,48,153031,22,M,230327_120836,AB,,,0.4423509224581328,0.5242783504628381,,0.3452236328115638,0.3521170473691108
4,PraticeBall,None,Ball,None,5,0.0,0.75,,,2.0,down,SLOW,0.0,5.0,0.0,132.52335833237157,,133.31869718551752,230327_121131,,,,,,,,,,,48,153031,22,M,230327_120836,AB,,0.4853864660342887,0.2898042777042174,0.4859074351319845,0.3560100399486703,0.3640653674776638,0.3701569700495727
5,PraticeBall,None,Fixation,None,6,,,,,,,,,,,133.92940447494038,,,230327_121133,0.0,0.0,0.0,,,"[-0.25, 0.42]",133.92940447494038,,,134.94610530894715,48,153031,22,M,230327_120836,AB,,,0.3095651552739995,0.40711088145550867,,0.3911485743781902,0.40082673404233976
6,PraticeBall,None,Ball,None,7,0.0,0.75,,,2.0,down,SLOW,0.0,5.0,0.0,135.30481643934036,,136.0981639442034,230327_121134,,,,,,,,,,,48,153031,22,M,230327_120836,AB,,0.41262483518442034,0.24123508700368976,0.44693435047004293,0.40623194725126627,0.4173139493712612,0.42563659314073327
7,PraticeBall,None,Fixation,None,8,,,,,,,,,,,136.70902838627808,,,230327_121135,0.0,0.0,0.0,,,"[-0.25, 0.42]",136.70902838627808,,,137.7253706557094,48,153031,22,M,230327_120836,AB,,,0.3194809503162921,0.3627370589617042,,0.45384624333720736,0.4666980684547264
8,PraticeBall,None,Ball,None,9,0.0,0.75,0.7337103285826743,3.0,3.0,down,CORRECT,1.0,5.0,0.2,138.08226073996047,138.81597106854315,138.84413506402052,230327_121137,,,,,,,,,,,48,153031,22,M,230327_120836,AB,,0.22919588363559548,0.1308984343141117,0.3093201578311724,0.47354439744950705,0.488043770113976,0.49858615170984133
9,PraticeBall,None,Fixation,None,10,,,,,,,,,,,139.43798725333178,,,230327_121138,0.0,0.0,0.0,,,"[-0.2, 0.42]",139.43798725333178,,,140.45414607113344,48,153031,22,M,230327_120836,AB,,,0.3805273017138173,0.46012049963809115,,0.5342018664785573,0.5505573470090689
10,PraticeBall,None,Ball,None,11,0.2,0.75,,,1.0,down,SLOW,1.0,5.0,0.2,140.80921382637462,,141.60684967358247,230327_121140,,,,,,,,,,,48,153031,22,M,230327_120836,AB,,0.4537053980468683,0.17246302424433166,0.40848463589105755,0.5588739169245254,0.5771271436785287,0.5907198738132478
11,PraticeBall,None,Fixation,None,12,,,,,,,,,,,142.23441270462354,,,230327_121141,0.0,0.0,0.0,,,"[-0.2, 0.42]",142.23441270462354,,,143.2509300869715,48,153031,22,M,230327_120836,AB,,,0.3467826074634064,0.45496986848298343,,0.635843912379525,0.6560849063851096
12,PraticeBall,None,Ball,None,13,0.2,0.75,,,2.0,up,SLOW,1.0,5.0,0.2,143.60888848835017,,144.40343965403738,230327_121142,,,,,,,,,,,48,153031,22,M,230327_120836,AB,,0.4955104424157973,0.3216004205280006,0.504725389775703,0.6680565326373503,0.6905287587538362,0.7072135055204868
13,PraticeBall,None,Fixation,None,14,,,,,,,,,,,145.01414854708128,,,230327_121144,0.0,0.0,0.0,,,"[-0.2, 0.42]",145.01414854708128,,,146.03073295985814,48,153031,22,M,230327_120836,AB,,,0.19779744884106998,0.3474374914519486,,0.7621933249375149,0.7867166309769419
14,PraticeBall,None,Ball,None,15,0.2,0.75,,,3.0,down,SLOW,1.0,5.0,0.2,146.38912818138488,,147.18310205172747,230327_121145,,,,,,,,,,,48,153031,22,M,230327_120836,AB,,0.40554529304055464,0.260443218268356,0.44741452530100195,0.8001267952792871,0.8271290167240126,0.8471272392133579
15,PraticeBall,None,Fixation,None,16,,,,,,,,,,,147.79378657008056,,,230327_121147,0.0,0.0,0.0,,,"[-0.2, 0.42]",147.79378657008056,,,148.81000600388506,48,153031,22,M,230327_120836,AB,,,0.4287281007515874,0.49267450112268224,,0.9126092844317525,0.9416734866540385
16,PraticeBall,None,Ball,None,17,0.2,0.75,0.7506144988583401,1.0,1.0,down,CORRECT,2.0,5.0,0.4,149.16899359459057,149.91960809344891,149.94701519058438,230327_121148,,,,,,,,,,,48,153031,22,M,230327_120836,AB,,0.4161973052828607,0.23153874239684533,0.40769507090525464,0.9575153756077467,0.9893241807236968,1.0128301841536755
17,PraticeBall,None,Fixation,None,18,,,,,,,,,,,150.53952452671362,,,230327_121149,0.0,0.0,0.0,,,"[-0.15, 0.42]",150.53952452671362,,,151.5558029729582,48,153031,22,M,230327_120836,AB,,,-0.11353192813947682,-0.0005766115759941624,,1.087998684792453,1.1217860926711223
18,PraticeBall,None,Ball,None,19,0.4,0.75,,,3.0,up,SLOW,2.0,5.0,0.4,151.91263725198226,,152.70841966036826,230327_121151,,,,,,,,,,,48,153031,22,M,230327_120836,AB,,0.011334746332227646,0.11983704454619398,0.29220632615588343,1.1394370921749133,1.1761905422614287,1.2025595487763379
19,PraticeBall,None,Fixation,None,20,,,,,,,,,,,153.31911155529087,,,230327_121152,0.0,0.0,0.0,,,"[-0.15, 0.42]",153.31911155529087,,,154.33559462064298,48,153031,22,M,230327_120836,AB,,,0.25512460346860094,0.37270573884436176,,1.2902947814811685,1.3288949039405658
20,PraticeBall,None,Ball,None,21,0.4,0.6,,,1.0,up,SLOW,2.0,5.0,0.4,154.69089297330356,,155.33555645501474,230327_121153,,,,,,,,,,,48,153031,22,M,230327_120836,AB,,0.4267515764350793,0.337879912824292,0.46868360602792375,1.3506175605309647,1.3865993257895421,1.4106051646252387
21,PraticeBall,None,Fixation,None,22,,,,,,,,,,,155.94634392435546,,,230327_121155,0.0,0.0,0.0,,,"[-0.15, 0.42]",155.94634392435546,,,156.96288279493456,48,153031,22,M,230327_120836,AB,,,0.3230627271883744,0.4310151113873325,,1.5090460876592708,1.5521759657219436
22,PraticeBall,None,Ball,None,23,0.4,0.75,0.6803098664968275,2.0,2.0,down,CORRECT,3.0,5.0,0.6,157.31907563467394,157.99938550117076,158.0305745243386,230327_121156,,,,,,,,,,,48,153031,22,M,230327_120836,AB,,0.49661233242857755,0.3473035847398412,0.5206745094772367,1.5745788418003979,1.6182279000804027,1.648582917188726
