,Phase,Block,TrialType,ifProgress,Trial,PFilled,TimeOut,RT,Choice,CorrectAnswer,CorrectLoc,Feedback,CorrectCount,CorrectRequire,PFilledNew,START,KeyPressTime,FeedbackTime,END,ifLookedFix,ifLookProg,progLookDur,progStartLoc,progEndLoc,progPosition,ITI1,progLookStart,progLookEnd,ITI2,PID,SONA,Age,Gender,TIME,EXPERIMENTER,Unnamed: 35,phasic_pupil_base,phasic_pupil_terp_mean,phasic_pupil_terp_max,tonic_pupil_base,tonic_pupil_terp_mean,tonic_pupil_terp_max
0,PraticeBall,None,Ball,None,1,0.0,0.75,,,3.0,down,SLOW,0.0,5.0,0.0,409.1146054096771,,409.9045557876161,230601_140707,,,,,,,,,,,87,155362,20,F,230601_135035,MS,,0.6420975686109422,0.28605987206169015,0.6654840117743137,1.040434052537963,1.0371411051577286,1.040434052537963
1,PraticeBall,None,Fixation,None,2,,,,,,,,,,,410.5151961149058,,,230601_140709,0.0,0.0,0.0,,,"[-0.25, 0.42]",410.5151961149058,,,411.53172996002473,87,155362,20,F,230601_135035,MS,,,0.36700825836997564,0.602835082388183,,1.0229062328774436,1.0278542382285185
2,PraticeBall,None,Ball,None,3,0.0,0.75,0.6591254304075846,2.0,3.0,up,WRONG,0.0,5.0,0.0,411.88573198955237,412.54485741996,412.5654240197455,230601_140710,,,,,,,,,,,87,155362,20,F,230601_135035,MS,,0.5662125895671143,0.2544366058100581,0.4613115859199161,1.0149020937897195,1.0096487149109081,1.013255192365465
3,PraticeBall,None,Fixation,None,4,,,,,,,,,,,413.1762898143916,,,230601_140711,0.0,0.0,0.0,,,"[-0.25, 0.42]",413.1762898143916,,,414.1925455937962,87,155362,20,F,230601_135035,MS,,,0.4290237977085297,0.6065222257895276,,0.9920905925054986,0.9982993102968262
4,PraticeBall,None,Ball,None,5,0.0,0.75,0.5744536185102334,1.0,1.0,up,CORRECT,1.0,5.0,0.2,414.5471797657956,415.1216333843058,415.14169933751685,230601_140712,,,,,,,,,,,87,155362,20,F,230601_135035,MS,,0.6423204390331887,0.5553148068479553,0.6527143070967302,0.9823327202979527,0.9763417078673808,0.9802744374436845
5,PraticeBall,None,Fixation,None,6,,,,,,,,,,,415.7523528143975,,,230601_140714,0.0,0.0,0.0,,,"[-0.2, 0.42]",415.7523528143975,,,416.7688337404361,87,155362,20,F,230601_135035,MS,,,0.4144039354670578,0.5624095396012124,,0.955468550681573,0.9631396843954885
6,PraticeBall,None,Ball,None,7,0.2,0.75,0.5230191586306319,3.0,3.0,up,CORRECT,2.0,5.0,0.4,417.1258855126162,417.6489046712468,417.66765758981455,230601_140715,,,,,,,,,,,87,155362,20,F,230601_135035,MS,,0.6759458991992418,0.7357453615565661,0.7757414667734481,0.9430865585264763,0.9362166465478392,0.9405442027030415
7,PraticeBall,None,Fixation,None,8,,,,,,,,,,,418.27778540382684,,,230601_140716,0.0,0.0,0.0,,,"[-0.15, 0.42]",418.27778540382684,,,419.29411334561513,87,155362,20,F,230601_135035,MS,,,0.6439370007570622,0.7907049854771073,,0.910750838588412,0.9201609938291373
8,PraticeBall,None,Ball,None,9,0.4,0.75,0.5412326232999476,1.0,2.0,down,WRONG,2.0,5.0,0.4,419.6518828929602,420.1931155162602,420.226601106875,230601_140717,,,,,,,,,,,87,155362,20,F,230601_135035,MS,,0.7114707266932512,0.6251759907523038,0.6868568059297594,0.895788381413618,0.8873954449447102,0.8928901753085182
9,PraticeBall,None,Fixation,None,10,,,,,,,,,,,420.83800314820473,,,230601_140719,0.0,0.0,0.0,,,"[-0.15, 0.42]",420.83800314820473,,,421.8538984364168,87,155362,20,F,230601_135035,MS,,,0.5488863891486419,0.6338844827578354,,0.8556816378726557,0.867142871058145
10,PraticeBall,None,Ball,None,11,0.4,0.6,,,3.0,down,SLOW,2.0,5.0,0.4,422.19289550117173,,422.8367699732644,230601_140720,,,,,,,,,,,87,155362,20,F,230601_135035,MS,,0.6525161415979545,0.5187496288808288,0.6777632794781195,0.8377451350840862,0.826540784594657,0.8339782943709217
11,PraticeBall,None,Fixation,None,12,,,,,,,,,,,423.44836444761495,,,230601_140721,0.0,0.0,0.0,,,"[-0.15, 0.42]",423.44836444761495,,,424.46466256228445,87,155362,20,F,230601_135035,MS,,,0.5161104810144983,0.6535504436590286,,0.787882517557167,0.8017316489601836
12,PraticeBall,None,Ball,None,13,0.4,0.75,0.4382674870284973,2.0,1.0,down,WRONG,2.0,5.0,0.4,424.8189426575264,425.2572101445549,425.27727834281717,230601_140723,,,,,,,,,,,87,155362,20,F,230601_135035,MS,,0.6530278944845911,0.6676401774227961,0.6806971808904496,0.7659501620811702,0.755267413192427,0.761718394455948
13,PraticeBall,None,Fixation,None,14,,,,,,,,,,,425.88817717179876,,,230601_140724,0.0,0.0,0.0,,,"[-0.15, 0.42]",425.88817717179876,,,426.9044563638889,87,155362,20,F,230601_135035,MS,,,0.38072047301359446,0.4499708218463784,,0.7118909919111188,0.7282758595279492
14,PraticeBall,None,Ball,None,15,0.4,0.6,,,2.0,up,SLOW,2.0,5.0,0.4,427.259118117954,,427.9044024826417,230601_140725,,,,,,,,,,,87,155362,20,F,230601_135035,MS,,0.2794026102437167,0.34550243581450757,0.42794802596227877,0.6859896947233496,0.6704711096458468,0.6810009011808038
15,PraticeBall,None,Fixation,None,16,,,,,,,,,,,428.51513549850466,,,230601_140727,0.0,0.0,0.0,,,"[-0.15, 0.42]",428.51513549850466,,,429.5317251491997,87,155362,20,F,230601_135035,MS,,,0.5574414813424355,0.7185093774643515,,0.6144790169522009,0.6339382010535463
16,PraticeBall,None,Ball,None,17,0.4,0.6,,,3.0,down,SLOW,2.0,5.0,0.4,429.8925973582791,,430.5315150764855,230601_140728,,,,,,,,,,,87,155362,20,F,230601_135035,MS,,0.7501437254091853,0.6128856825445096,0.7350823026174683,0.5841936315960099,0.5654186727807428,0.5778679307682965
17,PraticeBall,None,Fixation,None,18,,,,,,,,,,,431.14240075587617,,,230601_140729,0.0,0.0,0.0,,,"[-0.15, 0.42]",431.14240075587617,,,432.15900964987486,87,155362,20,F,230601_135035,MS,,,0.4522111731019078,0.6143072820224132,,0.5003704134721996,0.5232310780919269
18,PraticeBall,None,Ball,None,19,0.4,0.75,0.566547187143442,2.0,2.0,down,CORRECT,3.0,5.0,0.6,432.5220047158909,433.0885519030344,433.1076909705298,230601_140730,,,,,,,,,,,87,155362,20,F,230601_135035,MS,,0.6276050300541727,0.6060393418817676,0.6878592798957088,0.46436175200957625,0.4434006350860044,0.4574502835659535
19,PraticeBall,None,Fixation,None,20,,,,,,,,,,,433.71866516911,,,230601_140732,0.0,0.0,0.0,,,"[-0.1, 0.42]",433.71866516911,,,434.73532409569265,87,155362,20,F,230601_135035,MS,,,0.221833561639977,0.42490168746194446,,0.3692611090965213,0.39579466583113915
20,PraticeBall,None,Ball,None,21,0.6,0.75,0.7569593401858583,3.0,3.0,up,CORRECT,4.0,5.0,0.8,435.0914816957702,435.84844103595606,435.8706474857991,230601_140733,,,,,,,,,,,87,155362,20,F,230601_135035,MS,,0.5326189167926653,0.45009684465418937,0.6542336080813079,0.32754319844576246,0.29803158275258357,0.31955008354340997
21,PraticeBall,None,Fixation,None,22,,,,,,,,,,,436.48131988525887,,,230601_140734,0.0,0.0,0.0,,,"[-0.04999999999999999, 0.42]",436.48131988525887,,,437.49762922518687,87,155362,20,F,230601_135035,MS,,,0.38743416705195954,0.6222543095550377,,0.20657594428439338,0.23736545594284653
22,PraticeBall,None,Ball,None,23,0.8,0.75,0.5006629317558691,1.0,1.0,up,CORRECT,5.0,5.0,1.0,437.85196993682985,438.35263286858566,438.3789727797084,230601_140736,,,,,,,,,,,87,155362,20,F,230601_135035,MS,,0.7170528803182113,0.4825523739733363,0.6676196017077172,0.1582581022705803,0.13297281544487244,0.14901750964428542
23,PraticeBall,None,Fixation,None,24,,,,,,,,,,,438.9896586494797,,,230601_140737,0.0,0.0,0.0,,,"[0.0, 0.42]",438.9896586494797,,,440.00638941772377,87,155362,20,F,230601_135035,MS,,,0.5092768061726756,0.6642750876990333,,0.03773905947987922,0.07264121302809724
24,PraticeBar,,Fixation,1,1,,,,,,,,,,,,,,230601_140824,1.0,1.0,0.0,,,"[-0.2375, 0.42]",486.12494932597116,,,487.1428840834797,87,155362,20,F,230601_135035,MS,,,0.0919172782282269,0.223288198591971,,-2.382464714151197,-2.3482456760972568
25,PraticeBar,,Fixation,1,2,,,,,,,,,,,,,,230601_140827,1.0,0.0,0.0,,,"[-0.2375, 0.42]",489.4128365012093,,,490.43018401728295,87,155362,20,F,230601_135035,MS,,,0.08027001245047219,0.24980848129422153,,-2.142690011522828,-2.1053767590459396
26,PraticeBar,,Fixation,1,3,,,,,,,,,,,,,,230601_140831,1.0,1.0,0.0,,,"[-0.225, 0.42]",492.7011848742514,,,493.71850673259,87,155362,20,F,230601_135035,MS,,,0.10789136585918564,0.2728597604437459,,-1.887707767961815,-1.8495387474799891
27,PraticeBar,,Fixation,1,4,,,,,,,,,,,,,,230601_140834,1.0,1.0,0.0,,,"[-0.2125, 0.42]",495.9890210547383,,,497.0066360527108,87,155362,20,F,230601_135035,MS,,,0.0015604860806591914,0.37496600430454496,,-1.6340283668084903,-1.596718905688531
28,PraticeBar,,Fixation,1,5,,,,,,,,,,,,,,230601_140837,0.0,0.0,0.0,,,"[-0.2125, 0.42]",499.2769149651304,,,500.29471469880446,87,155362,20,F,230601_135035,MS,,,-0.1742525427198198,-0.13987977171202506,,-1.3899735735283953,-1.354733930781999
29,PraticeBar,,Fixation,1,6,,,,,,,,,,,,,,230601_140841,1.0,1.0,0.0,,,"[-0.2, 0.42]",502.56527680848563,,,503.582916822752,87,155362,20,F,230601_135035,MS,,,0.10425204170254398,0.37796672181458857,,-1.1613112391665998,-1.1290606527075238
30,PraticeBar,,Fixation,1,7,,,,,,,,,,,,,,230601_140844,1.0,0.0,0.0,,,"[-0.2, 0.42]",505.8536210121456,,,506.8718264587697,87,155362,20,F,230601_135035,MS,,,0.054720000662606426,0.306679165190663,,-0.9560432659093213,-0.9273884901448762
31,PraticeBar,,Fixation,1,8,,,,,,,,,,,,,,230601_140847,1.0,0.0,0.0,,,"[-0.2, 0.42]",509.14149183057634,,,510.1589349217175,87,155362,20,F,230601_135035,MS,,,-0.047737385979452075,0.14800765688320022,,-0.7749270362744276,-0.7501949958239715
32,PraticeBar,,Fixation,1,9,,,,,,,,,,,,,,230601_140850,1.0,1.0,0.0,,,"[-0.1875, 0.42]",512.4298600883649,,,513.4473904158094,87,155362,20,F,230601_135035,MS,,,0.1512711183129517,0.5282393521815129,,-0.6212018967451423,-0.6003949625138862
33,PraticeBar,,Fixation,1,10,,,,,,,,,,,,,,230601_140854,1.0,1.0,0.0,,,"[-0.175, 0.42]",515.7177264166912,,,516.7355604675869,87,155362,20,F,230601_135035,MS,,,0.21209798294881194,0.30474183873088806,,-0.493879071847354,-0.47700932756276176
34,PraticeBar,,Fixation,1,11,,,,,,,,,,,,,,230601_140857,0.0,0.0,0.0,,,"[-0.175, 0.42]",519.0061216151024,,,520.0236160217173,87,155362,20,F,230601_135035,MS,,,-0.008663609325120865,0.3018800109556108,,-0.39172756296105377,-0.3785573258792336
35,PraticeBar,,Fixation,1,12,,,,,,,,,,,,,,230601_140900,1.0,0.0,0.0,,,"[-0.175, 0.42]",522.2939597199202,,,523.3122068603661,87,155362,20,F,230601_135035,MS,,,0.21053031860740948,0.34068210598672904,,-0.31353208107756303,-0.30356783868744724
36,PraticeBar,,Fixation,1,13,,,,,,,,,,,,,,230601_140904,0.0,0.0,0.0,,,"[-0.175, 0.42]",525.5823189975017,,,526.5998724169076,87,155362,20,F,230601_135035,MS,,,-0.2325539300290312,-0.12840222052895375,,-0.25480619623250284,-0.247491060053833
37,PraticeBar,,Fixation,1,14,,,,,,,,,,,,,,230601_140907,1.0,1.0,0.3392719232524541,"[-0.16962891817092896, 0.39277343451976776]","[-0.16552734375, 0.3846679702401161]","[-0.1625, 0.42]",528.8706741056994,529.5319246380968,529.8711965613493,529.8885809604199,87,155362,20,F,230601_135035,MS,,,-0.023411870728917886,0.09584057824584215,,-0.21237004652237798,-0.2071093699896531
38,PraticeBar,,Fixation,1,15,,,,,,,,,,,,,,230601_140910,1.0,0.0,0.0,,,"[-0.1625, 0.42]",532.1585526214512,,,533.1759562638234,87,155362,20,F,230601_135035,MS,,,-0.17436005370094176,0.11167592870995162,,-0.18181727832728492,-0.1780032946200881
39,PraticeBar,,Fixation,1,16,,,,,,,,,,,,,,230601_140913,1.0,1.0,0.0,,,"[-0.15, 0.42]",535.446910616145,,,536.4644255489475,87,155362,20,F,230601_135035,MS,,,-0.02234497889192885,0.10196488656359776,,-0.1594234879319035,-0.15662961155013816
40,PraticeBar,,Fixation,1,17,,,,,,,,,,,,,,230601_140917,0.0,0.0,0.0,,,"[-0.15, 0.42]",538.7348038850943,,,539.7523755856382,87,155362,20,F,230601_135035,MS,,,0.08991849357811033,0.11154544756596245,,-0.14294362735098962,-0.1408277654582722
41,PraticeBar,,Fixation,1,18,,,,,,,,,,,,,,230601_140920,0.0,0.0,0.0,,,"[-0.15, 0.42]",542.0231554653546,,,543.0404898318393,87,155362,20,F,230601_135035,MS,,,-0.062042626370103576,-0.008250219397883044,,-0.1299709106003312,-0.12822843909414755
42,PraticeBar,,Fixation,1,19,,,,,,,,,,,,,,230601_140923,1.0,0.0,0.0,,,"[-0.15, 0.42]",545.3110240387323,,,546.3289219132457,87,155362,20,F,230601_135035,MS,,,-0.21346328418905747,-0.008503364926912216,,-0.11889241737494283,-0.11730263239866123
