,Phase,Block,TrialType,ifProgress,Trial,PFilled,TimeOut,RT,Choice,CorrectAnswer,CorrectLoc,Feedback,CorrectCount,CorrectRequire,PFilledNew,START,KeyPressTime,FeedbackTime,END,ifLookedFix,ifLookProg,progLookDur,progStartLoc,progEndLoc,progPosition,ITI1,progLookStart,progLookEnd,ITI2,PID,SONA,Age,Gender,TIME,EXPERIMENTER,Unnamed: 35,phasic_pupil_base,phasic_pupil_terp_mean,phasic_pupil_terp_max,tonic_pupil_base,tonic_pupil_terp_mean,tonic_pupil_terp_max
0,PraticeBall,None,Ball,None,1,0.0,0.75,0.5370664484798908,2.0,2.0,up,CORRECT,1.0,5.0,0.2,413.0085719288327,413.54563837731257,413.5692864707671,230511_100803,,,,,,,,,,,62,146536,20,F,230511_095641,MS,,0.22507733630968388,0.25194679421625626,0.2875147633857479,-0.961425607640812,-0.9842437058458873,-0.961425607640812
1,PraticeBall,None,Fixation,None,2,,,,,,,,,,,414.1799037060701,,,230511_100804,0.0,0.0,0.0,,,"[-0.2, 0.42]",414.1799037060701,,,415.19632112933317,62,146536,20,F,230511_095641,MS,,,-0.004494711629812648,0.1449039289464763,,-1.1082379331178083,-1.0640916847635051
2,PraticeBall,None,Ball,None,3,0.2,0.75,0.5866185929626226,2.0,2.0,down,CORRECT,2.0,5.0,0.4,415.55127474013716,416.13789333309984,416.16251994855696,230511_100806,,,,,,,,,,,62,146536,20,F,230511_095641,MS,,0.11774757531013358,0.14124208270421473,0.16958064640422685,-1.176386758816952,-1.215888086661148,-1.1892094036972105
3,PraticeBall,None,Fixation,None,4,,,,,,,,,,,417.0784424343146,,,230511_100807,0.0,0.0,0.0,,,"[-0.15, 0.42]",417.0784424343146,,,418.0946610099636,62,146536,20,F,230511_095641,MS,,,-0.030731844022758557,0.03476681717183881,,-1.3479936292798755,-1.3021043188769006
4,PraticeBall,None,Ball,None,5,0.4,0.75,0.5269104749895632,3.0,3.0,up,CORRECT,3.0,5.0,0.6,418.45083592878655,418.9777464037761,419.0099805383943,230511_100809,,,,,,,,,,,62,146536,20,F,230511_095641,MS,,0.15713100667201538,-0.06467600547968727,0.23049102962319665,-1.4469815126915302,-1.483992763263924,-1.460251692680565
5,PraticeBall,None,Fixation,None,6,,,,,,,,,,,419.6206269594841,,,230511_100810,0.0,0.0,0.0,,,"[-0.1, 0.42]",419.6206269594841,,,420.63692603632813,62,146536,20,F,230511_095641,MS,,,-0.1104468259430363,-0.017857760463963816,,-1.6174976447738336,-1.5706741830886046
6,PraticeBall,None,Ball,None,7,0.6,0.75,0.4439259800128639,2.0,3.0,down,WRONG,3.0,5.0,0.6,420.9970852811821,421.44101126119483,421.46759395860136,230511_100811,,,,,,,,,,,62,146536,20,F,230511_095641,MS,,-0.6679726137719934,-1.0243913964760791,-0.8127386870336091,-1.6892268011589735,-1.722704644358622,-1.7026198004656103
7,PraticeBall,None,Fixation,None,8,,,,,,,,,,,422.07834814209485,,,230511_100812,0.0,0.0,0.0,,,"[-0.1, 0.42]",422.07834814209485,,,423.0947193810716,62,146536,20,F,230511_095641,MS,,,-2.0153999461801426,-1.7815271361019673,,-1.8524730039299526,-1.8058157857387944
8,PraticeBall,None,Ball,None,9,0.6,0.75,0.5916064563207328,2.0,1.0,down,WRONG,3.0,5.0,0.6,423.45017075212667,424.0417772084474,424.06057085888466,230511_100814,,,,,,,,,,,62,146536,20,F,230511_095641,MS,,-2.0899608006227286,-1.848844750106212,-1.5899366376402235,-1.9236700757549028,-1.9642793152397606,-1.9369138427604247
9,PraticeBall,None,Fixation,None,10,,,,,,,,,,,424.67143569141626,,,230511_100815,0.0,0.0,0.0,,,"[-0.1, 0.42]",424.67143569141626,,,425.6879919869825,62,146536,20,F,230511_095641,MS,,,-0.017742904637647952,0.20663430605302288,,-2.095294004905711,-2.0497056647024183
10,PraticeBall,None,Ball,None,11,0.6,0.75,,,1.0,up,SLOW,3.0,5.0,0.6,426.04741581669083,,426.8404765538871,230511_100816,,,,,,,,,,,62,146536,20,F,230511_095641,MS,,0.004816005970517021,-0.08204853309620974,0.064667721075844,-2.1655576849947304,-2.212216043795631,-2.179330951279698
11,PraticeBall,None,Fixation,None,12,,,,,,,,,,,427.45121309766546,,,230511_100818,0.0,0.0,0.0,,,"[-0.1, 0.42]",427.45121309766546,,,428.4677867121063,62,146536,20,F,230511_095641,MS,,,-0.06567163558779177,0.10725855536051272,,-2.3480006825827973,-2.3044329752507036
12,PraticeBall,None,Ball,None,13,0.6,0.75,,,1.0,down,SLOW,3.0,5.0,0.6,428.822987920139,,429.62014010362327,230511_100819,,,,,,,,,,,62,146536,20,F,230511_095641,MS,,0.060530401409385565,-0.009495544070233853,0.1430911770030801,-2.4148496505389088,-2.4589198667081242,-2.427891095136784
